UserID,title
[317366],"Businesses' green opportunities are wide, but complex; Efforts must be credible and make financial sense"
[151092],"Businesses' green opportunities are wide, but complex; Efforts must be credible and make financial sense"
[645054],"Businesses' green opportunities are wide, but complex; Efforts must be credible and make financial sense"
[185334],"Businesses' green opportunities are wide, but complex; Efforts must be credible and make financial sense"
[131191],BBC Monitoring News Diary for Wednesday 13 September 2006
[372166],Mackenzie pipeline proposal in jeopardy
[387676],Protests in India Deplore Soda Makers' Water Use 
[618568],Protests in India Deplore Soda Makers' Water Use 
[719655],Protests in India Deplore Soda Makers' Water Use 
[108420],Experts worry about cleanup of Arctic oil spills; Ice interferes with normal methods of purging oil after accidents
[334769],"Orangutans vanish from their forest home as high street giants slake their thirst for palm oil: Plantations are destroying the habitat of the Sumatran apes, leaving just 200 of them struggling to survive. And it is the global cosmetic industry's use of 'dirty' oil that is partly to blame, reports Gethin Chamberlain in Rawa Tripa: FIGHT FOR EXISTENCE"
[99489],"Orangutans vanish from their forest home as high street giants slake their thirst for palm oil: Plantations are destroying the habitat of the Sumatran apes, leaving just 200 of them struggling to survive. And it is the global cosmetic industry's use of 'dirty' oil that is partly to blame, reports Gethin Chamberlain in Rawa Tripa: FIGHT FOR EXISTENCE"
[328573],Evacuations Ordered Near Two Nuclear Plants After Warnings of Small Leaks
[424791],Evacuations Ordered Near Two Nuclear Plants After Warnings of Small Leaks
[267733],Evacuations Ordered Near Two Nuclear Plants After Warnings of Small Leaks
[872993],Evacuations Ordered Near Two Nuclear Plants After Warnings of Small Leaks
[223665],"Sarah Palin emails:Treasure trove or waste of paper?; So far, there are no bombshells in the thousands of Sarah Palin emails released this week. But they reveal a fuller, more nuanced picture of one of the most powerful and controversial women in US politics today."
[764821],"Sarah Palin emails:Treasure trove or waste of paper?; So far, there are no bombshells in the thousands of Sarah Palin emails released this week. But they reveal a fuller, more nuanced picture of one of the most powerful and controversial women in US politics today."
[380835],"Sarah Palin emails:Treasure trove or waste of paper?; So far, there are no bombshells in the thousands of Sarah Palin emails released this week. But they reveal a fuller, more nuanced picture of one of the most powerful and controversial women in US politics today."
[136838],Inside the Times
[131824],Inside the Times
[621836],Inside the Times
[474811],Lithuanian PM expects new shale gas taxation rules to be adopted this fall
[241540],Lithuanian PM expects new shale gas taxation rules to be adopted this fall
[201125],Lithuanian PM expects new shale gas taxation rules to be adopted this fall
[784524],Conservation concern over gas pipeline
[688784],Legal Analysis: Macondo's worrying example
[228819],Legal Analysis: Macondo's worrying example
[224422],Legal Analysis: Macondo's worrying example
[806987],IN BRIEF; Airport Plans
[610905],IN BRIEF; Airport Plans
[820116],National News Briefs; Exxon Valdez Skipper Again Denies Fault
[345709],National News Briefs; Exxon Valdez Skipper Again Denies Fault
[165762],National News Briefs; Exxon Valdez Skipper Again Denies Fault
[906609],How the Met Office operates; THE WEATHERMEN
[866911],How the Met Office operates; THE WEATHERMEN
[544861],How the Met Office operates; THE WEATHERMEN
[875439],How the Met Office operates; THE WEATHERMEN
[464219],Only two species have recovered since Exxon Valdez spill
[245757],Only two species have recovered since Exxon Valdez spill
[103928],Go green while waiting for green products
[416130],Go green while waiting for green products
[676003],Sun makes green claim for server chip
[428637],Sun makes green claim for server chip
[304526],"A small but cool way to change the world; In the first in a new series of features looking at innovation in the Tees Valley, environment correspondent KELLEY PRICE investigates NanoHex - a revolutionary cooling system that could slash greenhouse gas emissions on everything from high-speed trains to data centres, which is being commercialised at Wilton. "
[172656],A clash of law firms in CHEVRON-Ecuador suit
[832011],CHEVRON shifts offshore in $500m Bight Basin push
[255073],"Scott, Amundsen ... and now BP. How middle management conquered Antarctic: Coca-Cola and oil company fund 'life changing' course for executives near pole"
[812389],"Fighting climate change, one lawsuit at a time; BUSINESS OF GREEN"
[241540],$3.5 Billion Africa Pipeline Expected to Pass
[893389],$3.5 Billion Africa Pipeline Expected to Pass
[255073],$3.5 Billion Africa Pipeline Expected to Pass
[154013],The green list: Gas guzzlers: Half of the top 10 global giants still don't get it. Sally Uren reports
[296491],The green list: Gas guzzlers: Half of the top 10 global giants still don't get it. Sally Uren reports
[509130],The green list: Gas guzzlers: Half of the top 10 global giants still don't get it. Sally Uren reports
[708256],The green list: Gas guzzlers: Half of the top 10 global giants still don't get it. Sally Uren reports
[851347],BP shatters green reputation
[680273],BP shatters green reputation
[739909],Nigeria; Akpabio Sets Up Committee On N26.5 Billion Oil Spill Fund
[188061],Nigeria; Akpabio Sets Up Committee On N26.5 Billion Oil Spill Fund
[859745],TALE OF TWO VISIONS; Behind the De Soto debacle
[269302],TALE OF TWO VISIONS; Behind the De Soto debacle
[128800],TALE OF TWO VISIONS; Behind the De Soto debacle
[123562],Exxon CEO's endorsement should prompt politicians to take a fresh look at the idea; New life for carbon tax
[484182],Exxon CEO's endorsement should prompt politicians to take a fresh look at the idea; New life for carbon tax
[794594],Exxon CEO's endorsement should prompt politicians to take a fresh look at the idea; New life for carbon tax
[133154],G.E. Hangar Plan Is Blocked in Court
[579515],G.E. Hangar Plan Is Blocked in Court
[772645],G.E. Hangar Plan Is Blocked in Court
[623888],COMPANY NEWS; CHEVRONTEXACO TO CLEAN UP EMISSIONS AT 5 REFINERIES
[754989],COMPANY NEWS; CHEVRONTEXACO TO CLEAN UP EMISSIONS AT 5 REFINERIES
[875439],COMPANY NEWS; CHEVRONTEXACO TO CLEAN UP EMISSIONS AT 5 REFINERIES
[858436],"At suppliers' factories, a grim backdrop to Apple's shine"
[365406],"At suppliers' factories, a grim backdrop to Apple's shine"
[99489],"At suppliers' factories, a grim backdrop to Apple's shine"
[565225],Garrett last Gorgon bar -- Green light for $50bn gas project awaited
[888670],Garrett last Gorgon bar -- Green light for $50bn gas project awaited
[398434],Garrett last Gorgon bar -- Green light for $50bn gas project awaited
[372166],Coke has a bottler of a headache in India
[306495],Coke has a bottler of a headache in India
[750955],Coke has a bottler of a headache in India
[795805],Pragmatism rules on Barrow Island
[131489],Pragmatism rules on Barrow Island
[907542],Pragmatism rules on Barrow Island
[294336],Pragmatism rules on Barrow Island
[804047],Commission softens chemical rules
[218415],Commission softens chemical rules
[790265],What's Kind to Nature Can Be Kind to Profits
[393146],What's Kind to Nature Can Be Kind to Profits
[427246],What's Kind to Nature Can Be Kind to Profits
[637567],What's Kind to Nature Can Be Kind to Profits
[428637],Corporate logos get softer for harsh economic times
[149578],Corporate logos get softer for harsh economic times
[947658],Corporate logos get softer for harsh economic times
[512604],How we learnt to embrace our waste
[874150],How we learnt to embrace our waste
[549118],"Oil and Water; In 1, the tanker Jessica spilled its cargo near the; Galapagos Islands. Here's how the disaster ranks; among the EXXON Valdezes of history"
[466702],"Oil and Water; In 1, the tanker Jessica spilled its cargo near the; Galapagos Islands. Here's how the disaster ranks; among the EXXON Valdezes of history"
[504629],"Oil and Water; In 1, the tanker Jessica spilled its cargo near the; Galapagos Islands. Here's how the disaster ranks; among the EXXON Valdezes of history"
[223968],"Contaminated soil cleaned up by bacteria at Toronto site  Sunoco says land can be redeveloped as entertainment complex after inexpensive treatment used in EXXON spill removes oil, diesel fuel"
[235799],Ghana; Everyone is a Winner From Gas Project - Say World Bank Officials
[140991],Ghana; Everyone is a Winner From Gas Project - Say World Bank Officials
[299033],Ghana; Everyone is a Winner From Gas Project - Say World Bank Officials
[931353],ENERGY; Exxon shrugs off climate change business fears
[299520],ENERGY; Exxon shrugs off climate change business fears
[344301],ENERGY; Exxon shrugs off climate change business fears
[526987],Activists vow to continue oil rig protest
[641389],Activists vow to continue oil rig protest
[932281],MTBE Class Action
[490705],MTBE Class Action
[391296],Brazil wants closure
[347454],Brazil wants closure
[505876],Brazil wants closure
[422134],Brazil wants closure
[354164],3 dominant oil firms split on global warming
[249197],Kazakhs halt Shell oil project
[599095],Kazakhs halt Shell oil project
[628864],Kazakhs halt Shell oil project
[937535],Kazakhs halt Shell oil project
[247617],Shale criminal charges stun drilling industry
[205775],Shale criminal charges stun drilling industry
[437181],Environmentalists play the Exxon Valdez oil spill card again on the Great Barrier Reef
[839591],Environmentalists play the Exxon Valdez oil spill card again on the Great Barrier Reef
[638911],Environmentalists play the Exxon Valdez oil spill card again on the Great Barrier Reef
[649162],Environmentalists play the Exxon Valdez oil spill card again on the Great Barrier Reef
[851347],"Programme summary of Uzbek TV ""Axborot"" news 1600 gmt 4 Jan 12"
[304619],"Programme summary of Uzbek TV ""Axborot"" news 1600 gmt 4 Jan 12"
[245949],It's Gosford and Wyong v COCA-COLA 
[535048],It's Gosford and Wyong v COCA-COLA 
[245757],Turtles threatened by gas project in Australia
[133154],Turtles threatened by gas project in Australia
[708168],CORPORATE REPORT: CHEVRON
[222875],Ogilvy's sacking by CHEVRON highlights conflict of interest issue
[188061],Ogilvy's sacking by CHEVRON highlights conflict of interest issue
[874746],Ogilvy's sacking by CHEVRON highlights conflict of interest issue
[393146],Ogilvy's sacking by CHEVRON highlights conflict of interest issue
[645054],BUSH SCALES BACK OIL-DRILLING PLAN IN GULF OF MEXICO 
[210667],'Downwinders' case finally goes to court
[601633],'Downwinders' case finally goes to court
[932606],'Downwinders' case finally goes to court
[837811],'Downwinders' case finally goes to court
[702840],Kyoto could affect your portfolio's health
[899768],Kyoto could affect your portfolio's health
[823828],Pepsi aims to cut plastic use with lighter bottles
[139646],Pepsi aims to cut plastic use with lighter bottles
[454379],Pepsi aims to cut plastic use with lighter bottles
[817857],Pepsi aims to cut plastic use with lighter bottles
[796491],CHEVRON case 'may hurt' investments in Indonesia
[902629],A dialogue of the deaf with US climate sceptics
[362662],A dialogue of the deaf with US climate sceptics
[819045],A dialogue of the deaf with US climate sceptics
[649162],Business value remains elusive in social networks
[96840],Business value remains elusive in social networks
[898254],India set to sign $12.5b contract for Gorgon gas
[772645],India set to sign $12.5b contract for Gorgon gas
[96336],India set to sign $12.5b contract for Gorgon gas
[223968],"At 40, Earth Day takes on a corporate look; Some express chagrin as past targets become sources of support"
[601958],"At 40, Earth Day takes on a corporate look; Some express chagrin as past targets become sources of support"
[499672],HP joins IBM on recycling potentially toxic 'e-waste'
[539529],HP joins IBM on recycling potentially toxic 'e-waste'
[623440],HP joins IBM on recycling potentially toxic 'e-waste'
[136838],SWITCHED ON -; CHIP IN FOR THOSE IN NEED
[767527],SWITCHED ON -; CHIP IN FOR THOSE IN NEED
[742635],"G.E. Resumes Hudson Dredging, With Limits by E.P.A."
[213269],"G.E. Resumes Hudson Dredging, With Limits by E.P.A."
[442794],"G.E. Resumes Hudson Dredging, With Limits by E.P.A."
[441742],"Nigeria pipeline issues hit Shell, ExxonMobil"
[897796],"Nigeria pipeline issues hit Shell, ExxonMobil"
[277417],"Nigeria pipeline issues hit Shell, ExxonMobil"
[945010],"Nigeria pipeline issues hit Shell, ExxonMobil"
[618568],Companies Weigh Federal Labels for Gene-Engineered Ingredients
[628925],Companies Weigh Federal Labels for Gene-Engineered Ingredients
[564122],Companies Weigh Federal Labels for Gene-Engineered Ingredients
[131489],Companies Weigh Federal Labels for Gene-Engineered Ingredients
[448665],"Brazil""s Environment Institute fines CHEVRON for oil spill"
[903438],"Brazil""s Environment Institute fines CHEVRON for oil spill"
[571277],"Brazil""s Environment Institute fines CHEVRON for oil spill"
[651176],Well-Oiled Machine
[783029],New wars are over blue gold; Documentary describes the next battlegrounds over access to water
[409943],New wars are over blue gold; Documentary describes the next battlegrounds over access to water
[257731],New wars are over blue gold; Documentary describes the next battlegrounds over access to water
[934535],New wars are over blue gold; Documentary describes the next battlegrounds over access to water
[814931],"GE, Canon, Nike are green role models; Companies rated. Apple, AMAZON.com, Wendy's fall short of expectations"
[942571],"GE, Canon, Nike are green role models; Companies rated. Apple, AMAZON.com, Wendy's fall short of expectations"
[619595],"GE, Canon, Nike are green role models; Companies rated. Apple, AMAZON.com, Wendy's fall short of expectations"
[206269],"GE, Canon, Nike are green role models; Companies rated. Apple, AMAZON.com, Wendy's fall short of expectations"
[362662],Google searches for renewable energy initiatives
[587678],Google searches for renewable energy initiatives
[169664],Google searches for renewable energy initiatives
[251233],Google searches for renewable energy initiatives
[132322],Banking on going green
[150642],Banking on going green
[942571],Banking on going green
[545263],Banking on going green
[706286],HOW ABOUT A PARK FROM WAL-MART?
[208948],"Indian Kerala government bans PEPSI, Coca Cola production, sale"
[795805],"Indian Kerala government bans PEPSI, Coca Cola production, sale"
[522966],"Senate panel mulls bill to phase-out older-style, high-energy light bulbs"
[204180],"Senate panel mulls bill to phase-out older-style, high-energy light bulbs"
[610905],"Senate panel mulls bill to phase-out older-style, high-energy light bulbs"
[398531],CHEVRON Signs Spill Accord
[410444],CHEVRON Signs Spill Accord
[458293],CHEVRON Signs Spill Accord
[287607],CHEVRON Signs Spill Accord
[103928],South Africa; Nuclear Power Will Lead to Economic Ruin
[881695],South Africa; Nuclear Power Will Lead to Economic Ruin
[647912],South Africa; Nuclear Power Will Lead to Economic Ruin
[899768],"Explosion rocks Staten Island, people's nerves: One worker killed, one critical, another missing after blast at oil-storage facility"
[740078],"Explosion rocks Staten Island, people's nerves: One worker killed, one critical, another missing after blast at oil-storage facility"
[861181],XXX MARKED THE SPOT
[528453],XXX MARKED THE SPOT
[154013],XXX MARKED THE SPOT
[316652],Five reasons to reject the carbon tax
[359736],Five reasons to reject the carbon tax
[685615],Five reasons to reject the carbon tax
[206644],Five reasons to reject the carbon tax
[571155],"Hydro feels the heat, reconsiders wind power: Utility says it needs energy from Suroit plant to meet expected demand for 2007"
[296491],Nigeria; Oil Firms Accused of Dumping Nuclear Wastes in Areas of Operations
[427874],Nigeria; Oil Firms Accused of Dumping Nuclear Wastes in Areas of Operations
[397601],Nigeria; Oil Firms Accused of Dumping Nuclear Wastes in Areas of Operations
[939524],Nigeria; Oil Firms Accused of Dumping Nuclear Wastes in Areas of Operations
[446160],Kazakh-US oil firm might lose licence for pollution
[925217],Kazakh-US oil firm might lose licence for pollution
[238897],"Dark side to palm oil as a green fuel; Production of diesel substitute could lead to more greenhouse gas emissions, rather than less"
[836925],"Dark side to palm oil as a green fuel; Production of diesel substitute could lead to more greenhouse gas emissions, rather than less"
[818249],"Dark side to palm oil as a green fuel; Production of diesel substitute could lead to more greenhouse gas emissions, rather than less"
[898063],"Dark side to palm oil as a green fuel; Production of diesel substitute could lead to more greenhouse gas emissions, rather than less"
[619595],Coca-Cola Works On Its Reputation Risk
[949262],Fracking Pollution Fine Calls for Improved Wastewater Control
[228819],Fracking Pollution Fine Calls for Improved Wastewater Control
[582281],GE hit with Dollars 450m toxic clean-up charge
[740078],GE hit with Dollars 450m toxic clean-up charge
[931749],GE hit with Dollars 450m toxic clean-up charge
[640117],Tremontecology mugs d'Aquino
[628233],Tremontecology mugs d'Aquino
[123699],Tremontecology mugs d'Aquino
[172656],"Packaging Is All the Rage, And Not in a Good Way"
[183438],Green groups shine light on safety of Apple iPhone
[402663],Green groups shine light on safety of Apple iPhone
[318978],Green groups shine light on safety of Apple iPhone
[804201],CAN GREEN COMPUTERS HELP SAVE THE WORLD?; Computer makers are waking up to the fact that their products emit as much CO2 as aviation. By Nic Fildes; Business analysis
[210667],CAN GREEN COMPUTERS HELP SAVE THE WORLD?; Computer makers are waking up to the fact that their products emit as much CO2 as aviation. By Nic Fildes; Business analysis
[273453],CAN GREEN COMPUTERS HELP SAVE THE WORLD?; Computer makers are waking up to the fact that their products emit as much CO2 as aviation. By Nic Fildes; Business analysis
[613408],Investigate the facts regarding Wal-Mart store
[550287],Investigate the facts regarding Wal-Mart store
[919979],Investigate the facts regarding Wal-Mart store
[776425],Gulf oil leak stirs memories of Exxon Valdez disaster
[503392],A tempest in a soda can
[453712],A tempest in a soda can
[676494],A tempest in a soda can
[213477],Greens turn up heat on Browse
[645054],Greens turn up heat on Browse
[428637],Greens turn up heat on Browse
[464891],'Green' growth fuels an entire industry; Business interests make up 89% of voting slots on green building panel
[932285],'Green' growth fuels an entire industry; Business interests make up 89% of voting slots on green building panel
[139646],'Green' growth fuels an entire industry; Business interests make up 89% of voting slots on green building panel
[819045],'Green' growth fuels an entire industry; Business interests make up 89% of voting slots on green building panel
[762279],"Apple slammed for child, environmental exploitation "
[453185],"Apple slammed for child, environmental exploitation "
[382237],COCA-COLA CO
[306277],"Boot camp for climate change skeptics; Dozens of corporations, some with ties to oilsands, sponsor gathering of U.S. legislators"
[872993],"Gulf disaster underlines fears for Canadian waters; Three offshore rigs pump oil. Next week, hearings will look at whether regulations tough enough to stop leak"
[226609],"Gulf disaster underlines fears for Canadian waters; Three offshore rigs pump oil. Next week, hearings will look at whether regulations tough enough to stop leak"
[654139],"Gulf disaster underlines fears for Canadian waters; Three offshore rigs pump oil. Next week, hearings will look at whether regulations tough enough to stop leak"
[257731],"Gulf disaster underlines fears for Canadian waters; Three offshore rigs pump oil. Next week, hearings will look at whether regulations tough enough to stop leak"
[837811],"Dredging the Upper Hudson River, Without Slinging the Mud "
[416507],"Dredging the Upper Hudson River, Without Slinging the Mud "
[139646],"Dredging the Upper Hudson River, Without Slinging the Mud "
[936933],"Dredging the Upper Hudson River, Without Slinging the Mud "
[919258],"U.S. oil firms break their promises on biofuels; Chevron defies California emissions law, while Exxon cuts back research budget"
[843464],"U.S. oil firms break their promises on biofuels; Chevron defies California emissions law, while Exxon cuts back research budget"
[551506],"U.S. oil firms break their promises on biofuels; Chevron defies California emissions law, while Exxon cuts back research budget"
[599462],Plans for ultradeep oil well off Newfoundland sparks safety fears
[789469],Plans for ultradeep oil well off Newfoundland sparks safety fears
[713550],"Cold storage: Why the web is heading north; They have the space, they have the weather and they have the fjords - Scandinavia is the perfect home for the internet"
[140991],"Cold storage: Why the web is heading north; They have the space, they have the weather and they have the fjords - Scandinavia is the perfect home for the internet"
[486395],Wal-Mart opens wallet to settle pollution case: Company construction sites violated U.S. regulations on storm-water runoff; $3.1-million penalty a record
[632973],Wal-Mart opens wallet to settle pollution case: Company construction sites violated U.S. regulations on storm-water runoff; $3.1-million penalty a record
[846622],A clearer footprint
[628854],"Apple, Sony lead in eliminating chemicals"
[208153],"Apple, Sony lead in eliminating chemicals"
[741709],"Apple, Sony lead in eliminating chemicals"
[151092],$50b turtle threat
[804662],No Retreat on the Hudson 
[515957],No Retreat on the Hudson 
[793023],No Retreat on the Hudson 
[344301],No Retreat on the Hudson 
[898254],Revealed: pollution failures;Companies hit back after Sepa's analysis highlights firms with poor environmental performance
[327000],Revealed: pollution failures;Companies hit back after Sepa's analysis highlights firms with poor environmental performance
[226609],Revealed: pollution failures;Companies hit back after Sepa's analysis highlights firms with poor environmental performance
[601958],Revealed: pollution failures;Companies hit back after Sepa's analysis highlights firms with poor environmental performance
[874150],"Antonios Papaspiropoulos: Kiwis"" big energy paranoia costing NZ economy"
[302149],Try being forward thinking company; Letter
[206269],Try being forward thinking company; Letter
[738395],Try being forward thinking company; Letter
[631142],Try being forward thinking company; Letter
[431378],$105M Exxon bill for Qns. cleanup
[628503],$105M Exxon bill for Qns. cleanup
[936933],GOVERNMENT WILTS AS BUSINESS TURNS UP HEAT ON EMISSIONS Backdown on climate plan
[139463],CHEVRON expects to fight ecuador lawsuit in us
[245757],CHEVRON expects to fight ecuador lawsuit in us
[741709],CHEVRON expects to fight ecuador lawsuit in us
[649162],CHEVRON expects to fight ecuador lawsuit in us
[297157],Lab link to cow crisis
[874839],Lab link to cow crisis
[325666],Lab link to cow crisis
[245949],Lab link to cow crisis
[512432],CHEVRON DISTANCES ITS WAYS FROM BP'S
[362504],CHEVRON DISTANCES ITS WAYS FROM BP'S
[942571],OPINION
[333546],Exxon damages a pittance
[505436],Exxon damages a pittance
[149578],Exxon damages a pittance
[931183],Exxon damages a pittance
[605766],Gadget litter: it's the greed of tech companies that fills our drawers with outdated plugs; Now that you can charge your phone wirelessly there's really no need for Apple to release a new dock connecter.
[913560],Gadget litter: it's the greed of tech companies that fills our drawers with outdated plugs; Now that you can charge your phone wirelessly there's really no need for Apple to release a new dock connecter.
[172656],Gadget litter: it's the greed of tech companies that fills our drawers with outdated plugs; Now that you can charge your phone wirelessly there's really no need for Apple to release a new dock connecter.
[632973],"Observer Magazine: Stars of India: From big business billionaires to media magnates, eco activists to soap stars, Amelia Gentleman introduces the new India elite"
[899581],Bottlers grab recycle dollars
[888216],Bottlers grab recycle dollars
[123006],Bottlers grab recycle dollars
[907542],Scotland can lead way in building 'green' internet
[793023],Scotland can lead way in building 'green' internet
[596063],Scotland can lead way in building 'green' internet
[687871],Giant suit hits CHEVRON Canada; Seeks to enforce $18B ruling from Ecuador
[574304],Giant suit hits CHEVRON Canada; Seeks to enforce $18B ruling from Ecuador
[308845],Giant suit hits CHEVRON Canada; Seeks to enforce $18B ruling from Ecuador
[280659],Imperial Oil executives mince no
[410444],Imperial Oil executives mince no
[509348],Imperial Oil executives mince no
[438895],Imperial Oil executives mince no
[200688],HP joins other tech companies going green(er)
[802773],HP joins other tech companies going green(er)
[694183],HP joins other tech companies going green(er)
[304526],A new oil rush as Cairn Energy reports first find off Greenland
[741709],A new oil rush as Cairn Energy reports first find off Greenland
[438895],A new oil rush as Cairn Energy reports first find off Greenland
[412064],A new oil rush as Cairn Energy reports first find off Greenland
[453577],All in a days schmoozing for men from the ministry
[649162],All in a days schmoozing for men from the ministry
[676003],All in a days schmoozing for men from the ministry
[565225],Climate change: UN official says big business is funding global warming sceptics: Call to prepare for moves to discredit scientists: Greenhouse gas releases 'likely to keep increasing'
[649162],Climate change: UN official says big business is funding global warming sceptics: Call to prepare for moves to discredit scientists: Greenhouse gas releases 'likely to keep increasing'
[96722],Climate change: UN official says big business is funding global warming sceptics: Call to prepare for moves to discredit scientists: Greenhouse gas releases 'likely to keep increasing'
[240613],Climate change: UN official says big business is funding global warming sceptics: Call to prepare for moves to discredit scientists: Greenhouse gas releases 'likely to keep increasing'
